timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1785358299292,598,GET /api/transactions,200,OK,Carga - Flujo completo de usuario (10 usuarios) 1-10,text,true,,25416,471,10,10,https://finsense-backend-ypwx.onrender.com/api/transactions,343,0,0
1785358299618,416,GET /api/budgets,200,OK,Carga - Flujo completo de usuario (10 usuarios) 1-4,text,true,,1363,466,10,10,https://finsense-backend-ypwx.onrender.com/api/budgets,416,0,0
1785358299308,902,POST /api/transactions (crear gasto),201,Created,Carga - Flujo completo de usuario (10 usuarios) 1-7,text,true,,1713,619,10,10,https://finsense-backend-ypwx.onrender.com/api/transactions,902,0,0
1785358299937,427,GET /api/goals,200,OK,Carga - Flujo completo de usuario (10 usuarios) 1-1,text,true,,2022,464,10,10,https://finsense-backend-ypwx.onrender.com/api/goals,426,0,0
1785358299969,482,GET /api/budgets,200,OK,Carga - Flujo completo de usuario (10 usuarios) 1-5,text,true,,1363,466,10,10,https://finsense-backend-ypwx.onrender.com/api/budgets,482,0,0
1785358300466,387,GET /api/goals,200,OK,Carga - Flujo completo de usuario (10 usuarios) 1-2,text,true,,2022,464,10,10,https://finsense-backend-ypwx.onrender.com/api/goals,387,0,0
1785358300113,916,POST /api/transactions (crear gasto),201,Created,Carga - Flujo completo de usuario (10 usuarios) 1-8,text,true,,1713,619,10,10,https://finsense-backend-ypwx.onrender.com/api/transactions,916,0,0
1785358300820,400,GET /api/budgets,200,OK,Carga - Flujo completo de usuario (10 usuarios) 1-6,text,true,,1363,466,10,10,https://finsense-backend-ypwx.onrender.com/api/budgets,400,0,0
1785358300900,333,GET /api/goals,200,OK,Carga - Flujo completo de usuario (10 usuarios) 1-3,text,true,,2022,464,10,10,https://finsense-backend-ypwx.onrender.com/api/goals,333,0,0
1785358301059,886,POST /api/transactions (crear gasto),201,Created,Carga - Flujo completo de usuario (10 usuarios) 1-9,text,true,,1713,619,10,10,https://finsense-backend-ypwx.onrender.com/api/transactions,885,0,0
1785358302038,292,GET /api/goals,200,OK,Carga - Flujo completo de usuario (10 usuarios) 1-4,text,true,,2022,464,10,10,https://finsense-backend-ypwx.onrender.com/api/goals,292,0,0
1785358302216,570,GET /api/budgets,200,OK,Carga - Flujo completo de usuario (10 usuarios) 1-7,text,true,,1363,466,10,10,https://finsense-backend-ypwx.onrender.com/api/budgets,570,0,0
1785358302465,353,GET /api/goals,200,OK,Carga - Flujo completo de usuario (10 usuarios) 1-5,text,true,,2022,464,10,10,https://finsense-backend-ypwx.onrender.com/api/goals,353,0,0
1785358301896,954,POST /api/transactions (crear gasto),201,Created,Carga - Flujo completo de usuario (10 usuarios) 1-10,text,true,,1714,620,10,10,https://finsense-backend-ypwx.onrender.com/api/transactions,954,0,0
1785358302386,544,GET /api/analytics/summary,200,OK,Carga - Flujo completo de usuario (10 usuarios) 1-1,text,true,,2537,476,10,10,https://finsense-backend-ypwx.onrender.com/api/analytics/summary,496,0,0
1785358302866,337,GET /api/analytics/summary,200,OK,Carga - Flujo completo de usuario (10 usuarios) 1-2,text,true,,2537,476,10,10,https://finsense-backend-ypwx.onrender.com/api/analytics/summary,337,0,0
1785358303042,443,GET /api/budgets,200,OK,Carga - Flujo completo de usuario (10 usuarios) 1-8,text,true,,1363,466,10,10,https://finsense-backend-ypwx.onrender.com/api/budgets,443,0,0
1785358303227,275,GET /api/goals,200,OK,Carga - Flujo completo de usuario (10 usuarios) 1-6,text,true,,2022,464,10,10,https://finsense-backend-ypwx.onrender.com/api/goals,274,0,0
1785358303244,482,GET /api/analytics/summary,200,OK,Carga - Flujo completo de usuario (10 usuarios) 1-3,text,true,,2537,476,10,10,https://finsense-backend-ypwx.onrender.com/api/analytics/summary,482,0,0
1785358303952,520,GET /api/budgets,200,OK,Carga - Flujo completo de usuario (10 usuarios) 1-9,text,true,,1363,466,10,10,https://finsense-backend-ypwx.onrender.com/api/budgets,519,0,0
